CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x15014210 	std::vector<unsigned int,std::allocator<unsigned int> >::_Insert_n                                                                                                                                                                                                  	       	6          	0.33 	0            	0                 	0             	0.10            	
0x15001480 	CConsole::GetInstance                                                                                                                                                                                                                                               	       	6          	0.17 	0.10         	0.20              	0             	0               	
0x15286ca0 	CProfileNode::ResetFrame                                                                                                                                                                                                                                            	       	5          	0.20 	0            	0                 	0             	0               	
0x15272760 	CPath::CalcNearGoal                                                                                                                                                                                                                                                 	       	5          	1    	0            	0                 	0             	0               	
0x1526b270 	CClientConnection::WriteClientPackets                                                                                                                                                                                                                               	       	5          	0.20 	0.10         	0                 	0             	0               	
0x1526a540 	CClientConnection::WriteSnapshot                                                                                                                                                                                                                                    	       	5          	0.40 	0            	0                 	0             	0.10            	
0x151fb240 	CProfileManager::Frame                                                                                                                                                                                                                                              	       	5          	0.20 	0.40         	0                 	0             	0               	
0x151ca260 	CSystem::GetModifiedFileList                                                                                                                                                                                                                                        	       	5          	0    	0            	0                 	0             	0               	
0x151aaec0 	CHostServer::UpdateClients                                                                                                                                                                                                                                          	       	5          	0    	0            	0                 	0             	0               	
0x15181a60 	CPacket::ReadByte                                                                                                                                                                                                                                                   	       	5          	0.80 	0            	0                 	0             	0               	
0x151811d0 	CPacket::CPacket                                                                                                                                                                                                                                                    	       	5          	0.60 	0.07         	0                 	0.03          	0               	
0x1517eaa0 	CUpdater::Frame                                                                                                                                                                                                                                                     	       	5          	0.20 	0            	0                 	0             	0               	
0x1512f720 	CNavigationGraph::ConstructPath                                                                                                                                                                                                                                     	       	5          	0.20 	0.10         	0                 	0             	0               	
0x151138b9 	_ftol2_pentium4                                                                                                                                                                                                                                                     	       	5          	1.60 	0.03         	0                 	0             	0               	
0x1507cbc0 	std::_Adjust_heap<CSearchNode * *,int,CSearchNode *,greaterDeref<CSearchNode *> >                                                                                                                                                                                   	       	5          	2    	0            	0                 	0             	0.01            	
0x15065d50 	CWorld::IsInBounds                                                                                                                                                                                                                                                  	       	5          	0.40 	0            	0.05              	0             	0               	
0x150582d0 	CCvar<int,int>::operator++                                                                                                                                                                                                                                          	       	5          	0    	0            	0                 	0             	0               	
0x1501c0d0 	sinf                                                                                                                                                                                                                                                                	       	5          	1    	0            	0                 	0             	0.02            	
0x150022a0 	CInput::GetInstance                                                                                                                                                                                                                                                 	       	5          	0    	0            	0                 	0             	0               	
0x15209e00 	M_ChangeAngle                                                                                                                                                                                                                                                       	       	4          	1.25 	0.02         	0                 	0             	0.04            	
0x152055e0 	CInput::ExecuteBinds                                                                                                                                                                                                                                                	       	4          	0    	0            	0                 	0             	0               	
0x151e0f40 	CChatManager::Frame                                                                                                                                                                                                                                                 	       	4          	0    	0            	0                 	0             	0               	
0x151b6ff0 	CEntitySnapshot::CEntitySnapshot                                                                                                                                                                                                                                    	       	4          	2.25 	0            	0                 	0             	0               	
0x15133910 	CWorldTree::UnlinkEntity                                                                                                                                                                                                                                            	       	4          	0.75 	0.03         	0                 	0             	0               	
0x1511313a 	operator new                                                                                                                                                                                                                                                        	       	4          	0    	0            	0                 	0             	0               	
0x15078fe0 	CNavigationGraph::TileDistanceH                                                                                                                                                                                                                                     	       	4          	0.25 	0            	0                 	0             	0               	
0x1503f460 	CEntitySnapshot::WriteDiffField                                                                                                                                                                                                                                     	       	4          	0.75 	0            	0                 	0             	0               	
0x15033240 	CWorld::AccessPath                                                                                                                                                                                                                                                  	       	4          	0.50 	0            	0                 	0             	0               	
0x1502bcb0 	std::vector<unsigned int,std::allocator<unsigned int> >::clear                                                                                                                                                                                                      	       	4          	0    	0            	0                 	0             	0               	
0x15022ce0 	XtoS                                                                                                                                                                                                                                                                	       	4          	0.50 	0            	0                 	0             	0               	
0x1532edb0 	CNavigationMap::UpdateNavigation                                                                                                                                                                                                                                    	       	3          	0    	0            	0                 	0             	0               	
0x152679c0 	CClientConnection::CheckTimeout                                                                                                                                                                                                                                     	       	3          	0    	0            	0                 	0             	0               	
0x1522bde0 	CConsoleNotifyBuffer::Frame                                                                                                                                                                                                                                         	       	3          	0    	0            	0                 	0             	0               	
0x1520b3b0 	M_GetForwardVecFromAngles                                                                                                                                                                                                                                           	       	3          	1    	0            	0                 	0             	0               	
0x151f7070 	CNetworkResourceManager::GetNetIndex                                                                                                                                                                                                                                	       	3          	1    	0            	0                 	0             	0               	
0x151ca470 	CSystem::StartDirectoryMonitoring                                                                                                                                                                                                                                   	       	3          	0.33 	0.30         	0.20              	0             	0               	
0x151b5a70 	CSnapshot::DeleteByHandle                                                                                                                                                                                                                                           	       	3          	0.33 	0            	0                 	0             	0               	
0x151a4ae0 	CRasterBuffer::CalcVisibilty                                                                                                                                                                                                                                        	       	3          	1    	0            	0                 	0             	0               	
0x15181c20 	CPacket::ReadInt                                                                                                                                                                                                                                                    	       	3          	1.33 	0            	0                 	0             	0               	
0x1514bf10 	CWorld::TraceBox                                                                                                                                                                                                                                                    	       	3          	1    	0.07         	0                 	0             	0               	
0x15132790 	CWorldTreeNode::UnlinkBoundsDynamic                                                                                                                                                                                                                                 	       	3          	1    	0            	0                 	0             	0               	
0x15130fe0 	CNavigationGraph::FindPath                                                                                                                                                                                                                                          	       	3          	0    	0            	0                 	0             	0               	
0x15079050 	CNavigationGraph::TileDistanceV                                                                                                                                                                                                                                     	       	3          	0.33 	0            	0                 	0             	0               	
0x15078cf0 	LZC                                                                                                                                                                                                                                                                 	       	3          	2.67 	0            	0                 	0             	0               	
0x15078cb0 	TZC                                                                                                                                                                                                                                                                 	       	3          	2    	0            	0                 	0             	0               	
0x15040ab0 	CRecyclePool<CEntitySnapshot>::GetAvailableHandle                                                                                                                                                                                                                   	       	3          	2.33 	0.01         	0                 	0             	0               	
0x15033010 	CPath::GetStart                                                                                                                                                                                                                                                     	       	3          	0    	0            	0                 	0             	0               	
0x15023b90 	std::_Tree<std::_Tset_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char 	       	3          	0.67 	0.10         	0                 	0             	0               	
0x15014c30 	fabsf                                                                                                                                                                                                                                                               	       	3          	0    	0            	0                 	0             	0               	
0x15334d20 	_allmul                                                                                                                                                                                                                                                             	       	2          	1    	0            	0                 	0             	0               	
0x15269050 	CClientConnection::ConverseWithMasterServer                                                                                                                                                                                                                         	       	2          	0.50 	0            	0                 	0             	0               	
0x1521eb10 	cURL_Frame                                                                                                                                                                                                                                                          	       	2          	0.50 	0.10         	0.10              	0             	0               	
0x1520b360 	M_GetForwardVec2FromYaw                                                                                                                                                                                                                                             	       	2          	0    	0            	0                 	0             	0               	
0x1520a030 	M_Randnum                                                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x151d73a0 	CDate::GetDateString                                                                                                                                                                                                                                                	       	2          	2.50 	0            	0                 	0             	0.02            	
0x151d70a0 	CDate::GetTimeString                                                                                                                                                                                                                                                	       	2          	2.50 	0            	0                 	0             	0.02            	
0x151d5720 	CNetStats::Frame                                                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x151cf550 	CSceneStats::Frame                                                                                                                                                                                                                                                  	       	2          	0    	0            	0                 	0             	0               	
0x151b5eb0 	CSnapshot::operator=                                                                                                                                                                                                                                                	       	2          	0.50 	0            	0                 	0             	0.10            	
0x151b5ac0 	CSnapshot::FreeEntities                                                                                                                                                                                                                                             	       	2          	2    	0            	0                 	0             	0               	
0x151a7750 	CHostServer::SendHeartbeat                                                                                                                                                                                                                                          	       	2          	0    	0            	0                 	0             	0               	
0x15182770 	CPacket::WriteInt                                                                                                                                                                                                                                                   	       	2          	0    	0            	0                 	0             	0               	
0x1511389e 	CIatan2                                                                                                                                                                                                                                                             	       	2          	0.50 	0            	0                 	0             	0               	
0x15112e6e 	operator new[]                                                                                                                                                                                                                                                      	       	2          	1    	0            	0                 	0             	0               	
0x1507ca50 	std::_Uninit_fill_n<CResultGate *,unsigned int,CResultGate,std::allocator<CResultGate> >                                                                                                                                                                            	       	2          	0.50 	0            	0                 	0             	0               	
0x15078c70 	POPCOUNT                                                                                                                                                                                                                                                            	       	2          	0.50 	0            	0                 	0             	0               	
0x15047540 	std::vector<int,std::allocator<int> >::_Ufill                                                                                                                                                                                                                       	       	2          	0    	0            	0                 	0             	0               	
0x15041080 	std::_Uninit_fill_n<std::pair<unsigned int,unsigned int> *,unsigned int,std::pair<unsigned int,unsigned int>,std::allocator<std::pair<unsigned int,unsigned int> > >                                                                                                	       	2          	1    	0.05         	0                 	0             	0               	
0x150408e0 	CRecyclePool<CEntitySnapshot>::CheckForResize                                                                                                                                                                                                                       	       	2          	6.50 	0            	0                 	0             	0               	
0x1503f400 	CEntitySnapshot::SetField                                                                                                                                                                                                                                           	       	2          	0.50 	0            	0                 	0             	0               	
0x15022db0 	CNetworkResourceManager::GetInstance                                                                                                                                                                                                                                	       	2          	0    	0            	0                 	0             	0               	
0x15014b80 	std::_Allocate<unsigned int>                                                                                                                                                                                                                                        	       	2          	0    	0            	0                 	0             	0               	
0x1500b940 	IBuffer::Get                                                                                                                                                                                                                                                        	       	2          	0.50 	0            	0                 	0             	0.30            	
0x1532f4b0 	CNavigationMap::PrepForSearch                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x1532f0b0 	CNavigationMap::AddBlocker                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x1532e7a0 	CNavigationMap::ClearBlocker                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x15272160 	CPath::SealPath                                                                                                                                                                                                                                                     	       	1          	0    	0            	0                 	0             	0               	
0x1521f800 	CFileHandle::IsOpen                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x1520f120 	I_MovingBoundsSurfaceIntersect                                                                                                                                                                                                                                      	       	1          	1    	0            	0                 	0             	0               	
0x1520b440 	M_GetAnglesFromForwardVec                                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x151c5e70 	CSystem::Microseconds                                                                                                                                                                                                                                               	       	1          	1    	0            	0                 	0             	0               	
0x151b5970 	CSnapshot::CSnapshot                                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x151a85c0 	CHostServer::SendGameStatus                                                                                                                                                                                                                                         	       	1          	1    	0            	0                 	0             	0               	
0x151480a0 	CWorld::ClipRect                                                                                                                                                                                                                                                    	       	1          	1    	0.10         	0                 	0             	0               	
0x15137270 	CWorldTree::IntersectMovingBoundsWithSurface                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x15132270 	CNavGridUnits::AddBlocker                                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x15130600 	CNavigationGraph::OpenDstNode                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x151138b0 	_ftol2_sse                                                                                                                                                                                                                                                          	       	1          	1    	0            	0                 	0             	0               	
0x151137e0 	memset                                                                                                                                                                                                                                                              	       	1          	3    	0            	0                 	0             	0               	
0x1511305a 	operator delete                                                                                                                                                                                                                                                     	       	1          	0    	0            	0                 	0             	0               	
0x1507f7e0 	CVec2<float>::operator float const *                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x1507ed10 	CVec2<float>::Clip                                                                                                                                                                                                                                                  	       	1          	0    	0            	0                 	0             	0               	
0x1507eb70 	CVec2<float>::IsValid                                                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x1507d440 	CRecyclePool<CNavGridZ>::GetAvailableHandle                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x1507d260 	CRecyclePool<CNavGridZ>::Free                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x1507d000 	CRecyclePool<SBlocker>::New                                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x1507cdc0 	CNavigationMap::UpdateGrid                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x1507c8b0 	CPriorityQueue<CSearchNode *,greaterDeref<CSearchNode *> >::Push                                                                                                                                                                                                    	       	1          	2    	0            	0                 	0             	0               	
0x1507bd10 	std::vector<CResultGate,std::allocator<CResultGate> >::push_back                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x1507b4c0 	CNavigationGraph::AStarFromSrc                                                                                                                                                                                                                                      	       	1          	3    	0            	0                 	0             	0               	
0x15079110 	CNavigationGraph::SquaredDistance                                                                                                                                                                                                                                   	       	1          	2    	0            	0                 	0             	0               	
0x15078e70 	CSearchNode::SetDirection                                                                                                                                                                                                                                           	       	1          	1    	0            	0                 	0             	0               	
0x15078c30 	CBlockPool::Free<unsigned int *>                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x15078bc0 	CBlockPool::NewShortTerm<unsigned int *>                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x150753b0 	CBoundingBox<float>::CBoundingBox<float>                                                                                                                                                                                                                            	       	1          	1    	0            	0                 	0             	0               	
0x15041230 	CBufferBit::CBufferBit                                                                                                                                                                                                                                              	       	1          	1    	0            	0                 	0             	0               	
0x15041200 	CBufferBit::Clear                                                                                                                                                                                                                                                   	       	1          	0    	0            	0                 	0             	0               	
0x15040d70 	CReferenceRecyclePool<CSnapshot>::GetAvailableHandle                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x15040000 	CEntitySnapshot::WriteDiffField<short>                                                                                                                                                                                                                              	       	1          	1    	0            	0                 	0             	0               	
0x1503eda0 	CUpdater::GetInstance                                                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x15037220 	CPacket::operator<<                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x15037190 	CPacket::operator<<                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x15034eb0 	std::vector<CResultGate,std::allocator<CResultGate> >::erase                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x15034610 	CRecyclePool<CPath>::CheckForResize                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x15033370 	std::vector<unsigned int,std::allocator<unsigned int> >::operator=                                                                                                                                                                                                  	       	1          	0    	0            	0                 	0             	0               	
0x15032e70 	CResultGate::CResultGate                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x15022d00 	_ItoS<long>                                                                                                                                                                                                                                                         	       	1          	2    	0            	0                 	0             	0               	
0x1501c8a0 	LERP<CVec3<float> >                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x1501c110 	powf                                                                                                                                                                                                                                                                	       	1          	2    	0            	0                 	0             	0.05            	
0x15015f40 	CVec3<float>::Length                                                                                                                                                                                                                                                	       	1          	1    	0.10         	0                 	0             	0               	
0x150129f0 	CVec3<float>::operator-                                                                                                                                                                                                                                             	       	1          	2    	0.05         	0                 	0             	0.10            	
0x15012910 	ceilf                                                                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x150127e0 	CDate::GetMinute                                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
