CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x230ba410 	CSBAttack::ThinkFrame                                                                                                                                                                                                                                               	       	21         	0.62 	0.01         	0                 	0             	0               	
0x23008590 	std::vector<unsigned int,std::allocator<unsigned int> >::_Ucopy<std::_Vector_const_iterator<unsigned int,std::allocator<unsigned int> > >                                                                                                                           	       	21         	1.43 	0            	0                 	0             	0               	
0x230d1610 	IGameEntity::GetActiveExclusiveModifiers                                                                                                                                                                                                                            	       	20         	0.75 	0            	0                 	0             	0.01            	
0x230beea0 	IUnitEntity::GetLastAggression                                                                                                                                                                                                                                      	       	20         	0.40 	0.01         	0                 	0             	0.01            	
0x23024670 	IUnitEntity::IsImmobilized                                                                                                                                                                                                                                          	       	20         	1.55 	0.03         	0                 	0             	0.01            	
0x23020610 	std::_Tree<std::_Tmap_traits<unsigned int,SDamageRecord,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,SDamageRecord> >,0> >::_Buynode                                                                                                        	       	20         	0.30 	0            	0                 	0             	0.15            	
0x230bf3d0 	IUnitEntity::GetAdjustedImmunityType                                                                                                                                                                                                                                	       	19         	1.68 	0            	0                 	0             	0               	
0x2301e300 	std::_Tree<std::_Tmap_traits<unsigned int,SModifierEntry,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,SModifierEntry> >,0> >::erase                                                                                                         	       	19         	1.16 	0.00         	0                 	0             	0               	
0x2301ade0 	std::vector<unsigned int,std::allocator<unsigned int> >::_Insert<std::_Vector_const_iterator<unsigned int,std::allocator<unsigned int> > >                                                                                                                          	       	19         	2.42 	0            	0                 	0             	0               	
0x230113d0 	IUnitDefinition::GetManaRegen                                                                                                                                                                                                                                       	       	19         	0.84 	0.01         	0                 	0             	0.01            	
0x2300c7a0 	IUnitDefinition::GetUnitwalking                                                                                                                                                                                                                                     	       	19         	0.68 	0.02         	0                 	0             	0               	
0x230c37b0 	IUnitEntity::Slide                                                                                                                                                                                                                                                  	       	18         	0.39 	0.10         	0                 	0             	0.04            	
0x230c1230 	IUnitEntity::ShouldTarget                                                                                                                                                                                                                                           	       	18         	0.44 	0.01         	0                 	0             	0.03            	
0x230bf5e0 	IUnitEntity::IsTargetType                                                                                                                                                                                                                                           	       	18         	0.39 	0.03         	0.01              	0             	0.11            	
0x230b8920 	CSBSentry::Validate                                                                                                                                                                                                                                                 	       	18         	0.39 	0.13         	0.01              	0             	0               	
0x23011710 	IUnitDefinition::GetHealthRegen                                                                                                                                                                                                                                     	       	18         	0.89 	0.01         	0                 	0             	0.01            	
0x2300da10 	IGame::GetTimeOfDay                                                                                                                                                                                                                                                 	       	18         	0.22 	0.03         	0                 	0             	0               	
0x230e7d30 	CASMoving::ContinueStateMovement                                                                                                                                                                                                                                    	       	17         	0.35 	0.05         	0                 	0             	0.05            	
0x2302e460 	std::_Uninit_copy<std::_Vector_const_iterator<enum ETargetSelection,std::allocator<enum ETargetSelection> >,enum ETargetSelection *,std::allocator<enum ETargetSelection> >                                                                                         	       	17         	0.53 	0.04         	0                 	0             	0               	
0x23020210 	CEntitySnapshot::WriteDeltaPos1D                                                                                                                                                                                                                                    	       	17         	0.53 	0            	0                 	0             	0               	
0x23011e20 	IGameEntity::Reset                                                                                                                                                                                                                                                  	       	17         	0.47 	0            	0                 	0.10          	0.01            	
0x23010880 	IUnitEntity::GetBaseHealthRegenMultiplier                                                                                                                                                                                                                           	       	17         	1    	0            	0                 	0             	0.01            	
0x2300fa30 	IUnitDefinition::GetInvulnerable                                                                                                                                                                                                                                    	       	17         	0.18 	0            	0.07              	0             	0               	
0x2300e260 	IUnitDefinition::GetRevealRange                                                                                                                                                                                                                                     	       	17         	0.71 	0.01         	0                 	0             	0.02            	
0x2300c8d0 	IUnitEntity::GetFlying                                                                                                                                                                                                                                              	       	17         	0.76 	0.03         	0                 	0             	0.05            	
0x230e6b30 	CSBMove::Validate                                                                                                                                                                                                                                                   	       	16         	0.50 	0.05         	0                 	0             	0.01            	
0x230bd3d0 	IVisualEntity::GetSnapshot                                                                                                                                                                                                                                          	       	15         	1.27 	0.01         	0                 	0             	0               	
0x230b9ef0 	CSBAttack::ActionFrame                                                                                                                                                                                                                                              	       	15         	0.33 	0            	0                 	0             	0.02            	
0x23024710 	CPlane::operator!=                                                                                                                                                                                                                                                  	       	15         	0.93 	0            	0                 	0             	0               	
0x2300e1f0 	IUnitEntity::GetRevealRange                                                                                                                                                                                                                                         	       	15         	0.73 	0.02         	0                 	0             	0.02            	
0x2300e090 	IUnitEntity::GetStealthType                                                                                                                                                                                                                                         	       	15         	0.73 	0.02         	0                 	0             	0               	
0x230f17f0 	CASAttacking::ContinueStateMovement                                                                                                                                                                                                                                 	       	14         	0.50 	0.01         	0                 	0             	0.01            	
0x230b8990 	CSBSentry::ActionFrame                                                                                                                                                                                                                                              	       	14         	0.43 	0.08         	0                 	0             	0.02            	
0x2301d5a0 	CEntitySnapshot::WriteDeltaPos3D                                                                                                                                                                                                                                    	       	14         	0.36 	0            	0                 	0             	0               	
0x2300c930 	IUnitDefinition::GetFlying                                                                                                                                                                                                                                          	       	14         	0.43 	0.07         	0                 	0             	0               	
0x2300c560 	IUnitEntity::GetActualLifetime                                                                                                                                                                                                                                      	       	14         	0    	0            	0                 	0             	0               	
0x23010a80 	IUnitDefinition::GetAttackRange                                                                                                                                                                                                                                     	       	13         	0.62 	0            	0                 	0             	0               	
0x230eefd0 	CAuraDefinition::FetchWorkingValues                                                                                                                                                                                                                                 	       	12         	0.33 	0            	0                 	0             	0               	
0x230c16d0 	IUnitEntity::ServerFrameAction                                                                                                                                                                                                                                      	       	12         	0.17 	0.10         	0                 	0             	0               	
0x230ba790 	CSBAttack::Validate                                                                                                                                                                                                                                                 	       	12         	0.67 	0.01         	0.01              	0             	0               	
0x230b8b10 	CSBSentry::Update                                                                                                                                                                                                                                                   	       	12         	0.25 	0.03         	0                 	0             	0               	
0x2301ea50 	CEntitySnapshot::WriteInteger<int>                                                                                                                                                                                                                                  	       	12         	1.50 	0            	0                 	0             	0.01            	
0x23011680 	IUnitEntity::GetBaseHealthRegen                                                                                                                                                                                                                                     	       	12         	1    	0            	0                 	0             	0               	
0x230f1350 	CASAttacking::ContinueStateAction                                                                                                                                                                                                                                   	       	11         	0.64 	0.01         	0                 	0             	0.04            	
0x2308c7c0 	CEntityNeutralCampController::ServerFrameThink                                                                                                                                                                                                                      	       	11         	0.09 	0.20         	0                 	0             	0.20            	
0x2301a180 	IUnitDefinition::GetBoundsRadius                                                                                                                                                                                                                                    	       	11         	0.27 	0.03         	0                 	0             	0               	
0x23013730 	std::_Tree<std::_Tmap_traits<unsigned int,SDamageRecord,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,SDamageRecord> >,0> >::_Erase                                                                                                          	       	11         	1.55 	0            	0                 	0             	0               	
0x230df940 	IEntityDefinition::GetModifierBits                                                                                                                                                                                                                                  	       	10         	2.30 	0            	0                 	0             	0               	
0x230cb970 	IUnitEntity::Attack                                                                                                                                                                                                                                                 	       	10         	0.10 	0.10         	0                 	0             	0.20            	
0x230bbd10 	CRBAttackMove::ThinkFrame                                                                                                                                                                                                                                           	       	10         	0.50 	0.02         	0                 	0             	0.02            	
0x230b5360 	IEntityTool::ServerFrameSetup                                                                                                                                                                                                                                       	       	10         	0.10 	0            	0                 	0             	0.10            	
0x2301cc30 	std::vector<float,std::allocator<float> >::operator=                                                                                                                                                                                                                	       	10         	0.60 	0            	0                 	0             	0               	
0x231224e0 	_ftol2_sse                                                                                                                                                                                                                                                          	       	9          	0    	0            	0                 	0             	0               	
0x230e9490 	INeutralEntity::ServerFrameThink                                                                                                                                                                                                                                    	       	9          	0.22 	0            	0                 	0             	0               	
0x230c1510 	IUnitEntity::Link                                                                                                                                                                                                                                                   	       	9          	0.56 	0.06         	0                 	0             	0.02            	
0x2303aa90 	CAuraDefinition::GetEffectType                                                                                                                                                                                                                                      	       	9          	0.11 	0            	0                 	0             	0               	
0x23039db0 	std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,float,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std 	       	9          	0.44 	0            	0.05              	0             	0               	
0x2301a0f0 	IUnitEntity::GetBoundsRadius                                                                                                                                                                                                                                        	       	9          	1.11 	0.03         	0                 	0             	0.02            	
0x230155e0 	std::transform<std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,std::_String_iterator<char,std::char_traits<char>,std::allocator<char> >,int (__cdecl*)(int)>                                                                               	       	9          	1.44 	0            	0                 	0             	0.04            	
0x23011340 	IUnitEntity::GetBaseManaRegen                                                                                                                                                                                                                                       	       	9          	0.56 	0            	0                 	0             	0               	
0x2300ef90 	IUnitEntity::GetTurnRate                                                                                                                                                                                                                                            	       	9          	0.33 	0.03         	0                 	0             	0.10            	
0x230c0fc0 	IUnitEntity::IsPlayingAnim                                                                                                                                                                                                                                          	       	8          	0.25 	0.20         	0                 	0             	0.05            	
0x230262b0 	ISlaveEntity::GetAsSlave                                                                                                                                                                                                                                            	       	8          	1    	0.03         	0                 	0             	0               	
0x23024610 	IUnitEntity::IsDisarmed                                                                                                                                                                                                                                             	       	8          	1    	0.03         	0                 	0             	0               	
0x23011b10 	IUnitEntity::GetIdleAnim                                                                                                                                                                                                                                            	       	8          	0.12 	0            	0                 	0             	0.10            	
0x230e7c60 	CASMoving::BeginState                                                                                                                                                                                                                                               	       	7          	1    	0.04         	0                 	0             	0.01            	
0x230c6c00 	IUnitEntity::BlockPath                                                                                                                                                                                                                                              	       	7          	0.14 	0            	0                 	0             	0               	
0x230c51d0 	IUnitEntity::Action                                                                                                                                                                                                                                                 	       	7          	1    	0.01         	0                 	0             	0.04            	
0x23076f20 	CAuraDefinition::GetRadius                                                                                                                                                                                                                                          	       	7          	0.29 	0.05         	0                 	0             	0               	
0x2303ab70 	CAuraDefinition::GetDuration                                                                                                                                                                                                                                        	       	7          	0.14 	0.10         	0.10              	0             	0               	
0x2300eb60 	IUnitEntity::GetAttackTargetScheme                                                                                                                                                                                                                                  	       	7          	0.14 	0            	0                 	0             	0               	
0x2300c720 	IUnitEntity::GetBaseUnitwalking                                                                                                                                                                                                                                     	       	7          	1.14 	0.01         	0                 	0             	0.01            	
0x2300c660 	IUnitEntity::GetAdjustedAttackActionTime                                                                                                                                                                                                                            	       	7          	0.43 	0.07         	0                 	0             	0               	
0x230c4ae0 	IUnitEntity::GetDamageReturnMultiplier                                                                                                                                                                                                                              	       	6          	0    	0            	0                 	0             	0               	
0x230ba130 	CSBAttack::MovementFrame                                                                                                                                                                                                                                            	       	6          	0.17 	0.20         	0                 	0             	0               	
0x230b8910 	CSBSentry::ThinkFrame                                                                                                                                                                                                                                               	       	6          	1.17 	0            	0                 	0             	0               	
0x2300f9b0 	IUnitEntity::GetBaseInvulnerable                                                                                                                                                                                                                                    	       	6          	0.50 	0.03         	0                 	0             	0.07            	
0x2300f890 	IUnitEntity::GetHealthPercent                                                                                                                                                                                                                                       	       	6          	0.33 	0            	0                 	0.05          	0.05            	
0x2300ebc0 	IUnitDefinition::GetAttackTargetScheme                                                                                                                                                                                                                              	       	6          	0.67 	0            	0                 	0             	0               	
0x230cf4e0 	IProjectile::EvaluateTrajectory                                                                                                                                                                                                                                     	       	5          	0    	0            	0                 	0             	0               	
0x230c0c90 	IUnitEntity::GetThreatLevel                                                                                                                                                                                                                                         	       	5          	0.60 	0            	0                 	0             	0.03            	
0x230bb3b0 	CRBGuard::ActionFrame                                                                                                                                                                                                                                               	       	5          	0.20 	0.10         	0                 	0             	0               	
0x2302ae80 	ISlaveEntity::GetManaRegen                                                                                                                                                                                                                                          	       	5          	0.20 	0            	0                 	0.10          	0               	
0x230273e0 	IEntityTool::GetLevel                                                                                                                                                                                                                                               	       	5          	0.60 	0            	0                 	0             	0.07            	
0x2301e070 	std::vector<std::pair<int,int>,std::allocator<std::pair<int,int> > >::_Insert_n                                                                                                                                                                                     	       	5          	0.20 	0            	0                 	0             	0.10            	
0x23019900 	IUnitDefinition::GetPreGlobalScale                                                                                                                                                                                                                                  	       	5          	0.40 	0            	0                 	0             	0               	
0x230129e0 	LERP<CVec3<float> >                                                                                                                                                                                                                                                 	       	5          	0    	0            	0                 	0             	0               	
0x23011e80 	std::vector<unsigned int,std::allocator<unsigned int> >::_Ucopy<unsigned int *>                                                                                                                                                                                     	       	5          	2.80 	0            	0                 	0             	0.01            	
0x2300ffc0 	IUnitDefinition::GetAttackActionTime                                                                                                                                                                                                                                	       	5          	0.40 	0            	0                 	0             	0               	
0x2300ecc0 	IUnitDefinition::GetTargetOffset                                                                                                                                                                                                                                    	       	5          	0.40 	0            	0                 	0             	0               	
0x2300a9f0 	IGame::GetTargetScheme                                                                                                                                                                                                                                              	       	5          	0.40 	0.05         	0                 	0             	0               	
0x230efde0 	CCombatEvent::CCombatEvent                                                                                                                                                                                                                                          	       	4          	0.25 	0            	0                 	0             	0               	
0x230e4ad0 	ISlaveEntity::ServerFrameCleanup                                                                                                                                                                                                                                    	       	4          	0    	0            	0                 	0             	0               	
0x230e3290 	CTableCombatTypes::GetAttackModification                                                                                                                                                                                                                            	       	4          	0    	0            	0                 	0             	0               	
0x230e31d0 	CTableCombatTypes::GetAggroPriority                                                                                                                                                                                                                                 	       	4          	0    	0            	0                 	0             	0               	
0x230cd990 	IProjectile::ApplyGravity                                                                                                                                                                                                                                           	       	4          	0    	0            	0                 	0             	0               	
0x230cd710 	IProjectile::CalculateDelta                                                                                                                                                                                                                                         	       	4          	0    	0            	0                 	0             	0               	
0x230cc9c0 	IUnitEntity::Damage                                                                                                                                                                                                                                                 	       	4          	0.75 	0.03         	0                 	0             	0.03            	
0x230c40d0 	IUnitEntity::CanSee                                                                                                                                                                                                                                                 	       	4          	0.75 	0            	0                 	0             	0               	
0x230bb6f0 	CRBAttackMove::MovementFrame                                                                                                                                                                                                                                        	       	4          	0.25 	0.10         	0                 	0             	0               	
0x230b4220 	IEntityTool::UpdateModifiers                                                                                                                                                                                                                                        	       	4          	0    	0            	0                 	0             	0               	
0x2308cf70 	CTeamInfo::ServerFrameMovement                                                                                                                                                                                                                                      	       	4          	0    	0            	0                 	0             	0               	
0x23061b80 	IGadgetEntity::GetPrivateClient                                                                                                                                                                                                                                     	       	4          	0.50 	0.25         	0                 	0             	0               	
0x2302bf30 	ISlaveEntity::GetOwner                                                                                                                                                                                                                                              	       	4          	0.25 	0            	0.10              	0             	0.10            	
0x2302b5b0 	ISlaveEntity::GetMaxHealth                                                                                                                                                                                                                                          	       	4          	0.50 	0            	0                 	0             	0               	
0x230264e0 	IEntityTool::GetMaxLevel                                                                                                                                                                                                                                            	       	4          	0.50 	0            	0                 	0             	0               	
0x2301c5d0 	CProjectileDefinition::GetSpeed                                                                                                                                                                                                                                     	       	4          	0.25 	0            	0                 	0             	0               	
0x23019680 	IUnitDefinition::GetImmunityType                                                                                                                                                                                                                                    	       	4          	0    	0            	0                 	0             	0               	
0x23010c90 	IUnitEntity::GetBaseMoveSpeed                                                                                                                                                                                                                                       	       	4          	1.25 	0.02         	0                 	0             	0               	
0x230109f0 	IUnitEntity::GetBaseAttackRange                                                                                                                                                                                                                                     	       	4          	2.50 	0            	0                 	0             	0               	
0x23010770 	IUnitEntity::GetBonusDamage                                                                                                                                                                                                                                         	       	4          	0.25 	0            	0                 	0             	0.10            	
0x2300faa0 	IUnitEntity::GetClearVision                                                                                                                                                                                                                                         	       	4          	1    	0            	0                 	0.03          	0               	
0x2300e140 	IUnitEntity::GetRevealType                                                                                                                                                                                                                                          	       	4          	0.25 	0            	0                 	0             	0               	
0x230086f0 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find                                                                                                                                               	       	4          	0    	0            	0                 	0             	0               	
0x23007880 	CEntityRegistry::GetInstance                                                                                                                                                                                                                                        	       	4          	0    	0            	0                 	0             	0               	
0x230ef960 	CDamageEvent::ApplyDamage                                                                                                                                                                                                                                           	       	3          	0    	0            	0                 	0             	0               	
0x230ef790 	CAuraDefinition::CanApply                                                                                                                                                                                                                                           	       	3          	0.33 	0            	0                 	0             	0               	
0x230ea280 	ICreepEntity::GetSnapshot                                                                                                                                                                                                                                           	       	3          	2.33 	0            	0                 	0             	0               	
0x230e6b50 	CSBMove::MovementFrame                                                                                                                                                                                                                                              	       	3          	1    	0.03         	0                 	0             	0               	
0x230e3170 	CTableCombatTypes::GetAttackPriority                                                                                                                                                                                                                                	       	3          	0    	0            	0                 	0             	0               	
0x230d4360 	CEntityRegistry::LookupID                                                                                                                                                                                                                                           	       	3          	1.67 	0            	0                 	0             	0.02            	
0x230ce020 	IProjectile::GetSnapshot                                                                                                                                                                                                                                            	       	3          	0.33 	0            	0                 	0             	0               	
0x230cdc10 	IProjectile::UpdateTargetPosition                                                                                                                                                                                                                                   	       	3          	0.33 	0            	0                 	0             	0               	
